IRIS,Population Active,Pop 15-24,Pop 25-54,Pop 55-64,Revenus Q1,Revenus Medians,Revenus Q3
751135115,1013,165,646,201,20740.0,32080.0,46280.0
751135116,2016,343,1359,315,20240.0,31450.0,44490.0
751135117,1625,624,804,197,16410.0,25930.0,40260.0
751135118,1218,289,735,195,21750.0,30220.0,41650.0
751135119,1046,252,568,226,13950.0,18880.0,25730.0
751135120,1514,452,782,280,20180.0,30710.0,42990.0
751135121,1005,260,627,118,22100.0,31020.0,43030.0
751135122,2353,607,1487,258,22710.0,34000.0,47590.0
751135123,1739,377,1155,206,18780.0,28310.0,39980.0
751135124,2018,397,1321,300,23060.0,34290.0,48280.0
751135125,2345,701,1218,426,17430.0,25760.0,37710.0
751135201,2488,558,1618,313,21320.0,32920.0,47270.0
751135202,1079,157,714,208,14670.0,23730.0,35710.0
751135203,1841,304,1091,446,23850.0,36200.0,51310.0
751135204,2030,350,1283,397,17400.0,27560.0,40810.0
751135205,1821,273,1199,349,20280.0,31420.0,46500.0
751135206,2140,476,1301,363,23620.0,35710.0,52870.0
751135207,2069,648,1147,274,23340.0,34680.0,48210.0
751145301,867,202,496,169,19910.0,32710.0,48700.0
751145302,1307,301,774,231,27530.0,40210.0,57230.0
751145303,1362,251,889,222,22370.0,33730.0,51240.0
751145304,1195,260,795,139,20300.0,30740.0,46500.0
751145305,1181,212,756,213,23010.0,37800.0,63860.0
751145306,1387,281,936,170,24400.0,36470.0,52970.0
751145307,1108,173,774,160,22140.0,36910.0,53390.0
751145308,1028,181,650,197,21620.0,30870.0,48330.0
751145309,1215,314,692,209,27190.0,40020.0,60220.0
751145310,1564,357,954,252,23440.0,38510.0,63480.0
751145311,75,21,54,0,,,
751145401,4407,2276,2092,39,,,
751145402,2497,480,1539,478,22900.0,36020.0,52120.0
751145403,2321,569,1263,489,19110.0,28560.0,40770.0
751145404,1663,292,1080,291,19700.0,29820.0,43690.0
751145405,2271,507,1339,426,17930.0,28230.0,43060.0
751145406,2575,688,1526,360,27210.0,39450.0,55380.0
751145407,346,83,188,75,,,
751145501,1310,352,705,252,13610.0,19940.0,27290.0
751145502,1255,251,824,180,16990.0,25420.0,35810.0
751145503,1616,459,861,296,12910.0,17770.0,27020.0
751145504,2061,381,1365,315,22230.0,32480.0,45410.0
751145505,2138,373,1405,360,17080.0,25950.0,39170.0
751145506,1428,204,971,252,24740.0,36540.0,51460.0
751145507,1319,248,900,172,23260.0,34840.0,50020.0
751145508,2192,433,1429,330,20390.0,31550.0,47740.0
751145509,1216,236,792,188,24290.0,35830.0,48190.0
751145510,1404,283,951,169,22670.0,34290.0,50220.0
751145511,1279,221,864,194,22790.0,34430.0,49000.0
751145512,1150,212,721,217,23440.0,34090.0,48120.0
751145513,2099,451,1312,337,22810.0,33730.0,49310.0
751145514,1262,248,797,217,22200.0,35290.0,50620.0
751145515,1770,418,1045,307,20090.0,31550.0,47040.0
751145516,1557,316,1006,235,23110.0,34150.0,49160.0
751145601,1527,218,1078,231,15310.0,20140.0,25980.0
751145602,1014,130,705,180,13180.0,18080.0,24280.0
751145603,1465,281,855,329,11750.0,15760.0,21500.0
751145604,1564,255,969,340,13100.0,18890.0,26510.0
751145605,1672,287,1075,310,18040.0,28720.0,39440.0
751145606,1867,493,1128,245,17550.0,26020.0,38020.0
751145607,2224,402,1445,377,18920.0,28790.0,42090.0
751145608,1542,262,1068,212,20350.0,30390.0,42220.0
751145609,1586,264,893,429,12890.0,17990.0,25930.0
751145610,1471,266,934,271,16960.0,28020.0,42240.0
751145611,1089,217,645,227,14350.0,19970.0,27940.0
751145612,1580,225,1153,202,22640.0,32800.0,45560.0
751145613,1617,396,990,231,22910.0,33260.0,45550.0
751145614,1566,316,1052,198,17140.0,27020.0,39540.0
751145615,1702,288,1170,243,18050.0,28760.0,39690.0
751145616,2071,436,1276,360,17390.0,25820.0,36630.0
751145617,1413,267,816,330,13590.0,18790.0,26420.0
751145618,1981,443,1130,408,14080.0,20730.0,31770.0
751145619,1602,359,972,271,16860.0,25040.0,36920.0
751145620,1775,404,1134,237,16270.0,24220.0,35940.0
751145621,1613,360,987,267,16630.0,25280.0,38020.0
751145622,1159,217,815,127,23420.0,32820.0,45030.0
751145623,2435,438,1670,326,19650.0,30700.0,44680.0
751145624,1547,297,931,319,23650.0,34850.0,48580.0
751145625,890,237,545,108,19020.0,29060.0,43160.0
751155701,2366,407,1422,537,12830.0,18190.0,24900.0
751155702,1325,197,982,145,15960.0,23410.0,33700.0
751155703,2973,616,1842,515,16060.0,26760.0,39360.0
751155704,1677,385,984,308,13100.0,18210.0,25830.0
751155705,3115,589,2009,517,16550.0,25890.0,37940.0
751155706,1680,298,1089,293,22440.0,35340.0,48710.0
751155707,1782,407,1197,179,20620.0,29920.0,40830.0
751155708,2711,616,1704,391,18360.0,29960.0,42400.0
751155709,2475,490,1709,275,22580.0,33980.0,47110.0
751155710,3042,591,1949,502,20270.0,30420.0,43680.0
751155711,1271,313,807,151,22260.0,33200.0,48050.0
751155712,1571,296,1094,182,20450.0,32070.0,47370.0
751155713,1212,358,693,161,27900.0,40450.0,55430.0
751155714,1498,349,999,150,22420.0,32920.0,47600.0
751155715,2162,503,1348,311,20710.0,31130.0,45390.0
751155716,1887,381,1301,204,21520.0,30570.0,44310.0
751155717,1635,300,1028,307,21040.0,31940.0,43230.0
751155718,1499,379,961,159,19540.0,30980.0,44510.0
751155719,1651,249,1114,288,22210.0,32780.0,45250.0
751155720,1712,455,978,279,18990.0,30990.0,46910.0
751155721,1012,216,657,139,23960.0,36380.0,49250.0
751155722,2330,429,1542,359,24630.0,36400.0,52810.0
751155723,1852,277,1378,197,23750.0,34910.0,50210.0
751155724,2539,464,1743,332,24030.0,36110.0,49590.0
751155725,1547,337,957,252,25270.0,38660.0,53810.0
751155726,1922,360,1255,307,18280.0,28800.0,42520.0
751155727,1931,215,1327,389,18970.0,27020.0,35380.0
751155728,1310,197,934,179,22680.0,33540.0,47830.0
751155729,2237,374,1468,394,24980.0,37380.0,52690.0
751155730,1687,270,1101,316,23940.0,36490.0,51630.0
751155731,1727,328,1065,334,18220.0,27720.0,41300.0
751155732,2,1,1,0,,,
751155733,0,0,0,0,,,
751155801,2151,485,1215,452,11380.0,17620.0,26810.0
751155802,1830,313,1135,382,14180.0,21690.0,31040.0
751155803,2477,423,1553,501,24620.0,39120.0,55220.0
751155804,1405,271,964,170,26350.0,38520.0,54100.0
751155805,1483,358,918,207,21800.0,31890.0,43890.0
751155806,2232,465,1505,263,21580.0,33070.0,48440.0
751155807,2437,571,1593,273,25190.0,38850.0,55860.0
751155808,1480,274,954,252,27950.0,39580.0,58180.0
751155809,2229,405,1417,407,27130.0,40930.0,58360.0
751155810,3638,558,2424,656,17860.0,29020.0,42360.0
751155811,1417,378,819,221,23300.0,35600.0,54180.0
751155812,1469,337,911,222,26390.0,43090.0,64200.0
751155813,1354,327,796,230,30050.0,48640.0,77680.0
751155814,1322,335,815,172,23820.0,39260.0,60830.0
751155815,1603,353,1059,191,21380.0,33490.0,47350.0
751155816,1509,328,970,211,25790.0,40620.0,59910.0
751155817,1764,365,1164,235,20450.0,34540.0,52450.0
751155818,728,101,472,155,,,
751155819,0,0,0,0,,,
751155901,1558,297,1062,198,21170.0,33160.0,47820.0
751155902,1085,178,749,158,24440.0,37400.0,52280.0
751155903,1680,313,1099,268,19350.0,33220.0,52960.0
751155904,1620,262,1122,236,26170.0,39030.0,56880.0
751155905,1613,177,1168,268,23080.0,36000.0,55050.0
751155906,1666,262,1130,275,25270.0,39990.0,57350.0
751155907,1812,370,1222,221,19460.0,31070.0,47010.0
751155908,2016,370,1276,370,17030.0,33470.0,57670.0
751155909,1654,315,1181,159,21450.0,33630.0,49790.0
751155910,1624,319,1163,143,22130.0,32790.0,48640.0
751155911,2015,386,1437,192,24620.0,36440.0,50600.0
751155912,2526,498,1678,350,17660.0,29480.0,42760.0
751155913,1675,416,1068,191,28380.0,45470.0,71080.0
751155914,1086,197,671,217,24710.0,42220.0,66610.0
751155915,1449,311,945,193,22690.0,34650.0,49810.0
751155916,1398,267,894,237,23350.0,33430.0,48230.0
751155917,1749,345,1111,293,22360.0,36270.0,55080.0
751155918,2274,524,1406,344,23200.0,37850.0,59960.0
751155919,1620,341,1075,204,19770.0,32420.0,47900.0
751155920,258,61,148,49,,,
751155999,0,0,0,0,,,
751156001,1770,406,1030,334,13040.0,18660.0,26510.0
751156002,1455,263,1065,127,24970.0,37020.0,52590.0
751156003,1885,385,1277,222,21380.0,32650.0,45720.0
751156004,2297,420,1493,384,19730.0,31480.0,46860.0
751156005,1996,281,1361,354,23970.0,34790.0,49660.0
751156006,1303,266,856,182,20730.0,31010.0,42070.0
751156007,1605,412,973,220,16830.0,27040.0,41750.0
751156008,1236,328,662,246,16660.0,25420.0,36950.0
751156009,1011,216,601,194,16070.0,26500.0,39920.0
751156010,1894,427,1120,347,17480.0,28630.0,43180.0
751156012,2859,617,1723,518,22070.0,33770.0,49240.0
751156013,1740,472,1052,216,23820.0,36610.0,52520.0
751156014,1860,292,1166,402,15860.0,24130.0,34520.0
751156015,1299,212,872,215,17340.0,28450.0,44460.0
751156016,1699,323,1113,262,17380.0,28220.0,41420.0
751156017,1602,318,1053,230,20290.0,30030.0,42790.0
751156018,1809,259,1288,262,19370.0,30520.0,44660.0
751156019,2528,457,1713,358,24780.0,35360.0,49300.0
751156020,2382,438,1613,331,25580.0,36820.0,53840.0
751156021,325,32,237,56,,,
751156022,278,75,162,42,15750.0,24860.0,36840.0
751156023,70,20,37,13,,,
751156099,48,5,38,5,,,
751166101,1543,299,976,268,15200.0,22120.0,32260.0
751166102,1684,296,1086,302,17000.0,28320.0,44180.0
751166103,1221,236,836,149,17340.0,30740.0,45070.0
751166104,1369,306,731,331,14430.0,21300.0,29960.0
751166105,1363,234,833,296,22360.0,33630.0,55510.0
751166106,1799,370,1127,302,21980.0,37210.0,54910.0
751166107,2293,495,1424,373,21850.0,39140.0,59890.0
